species,marker,n_sequences,max_intra,min_inter,gap_exists,gap_width,p_overlap,q_overlap,median_intra,median_inter,intra_95,inter_5,percentile_gap,robust_gap,n_congeners_in_db,min_congeneric,congeneric_gap,congeneric_p_overlap,congeneric_q_overlap,n_diagnostic_sites,sampling_adequacy,taxonomic_resolution,gap_may_be_undersampling_artifact,error_msg,assignment_risk,recommended_threshold
Sinogastromyzon sichangensis,COI,21,0.25890637945318973,0.0024855012427506215,FALSE,-0.25642087821043913,0.8429,0.998,0.10076636288318144,0.10718724109362054,0.19397265948632975,0.015948632974316486,-0.17802402651201327,FALSE,2,0.0025890637945318973,-0.25631731565865784,0.8429,0.9799,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinogastromyzon szechuanensis,COI,12,0.17636702568351284,0.007456503728251864,FALSE,-0.168910521955261,0.6818,0.8068,0.09797017398508699,0.112986743993372,0.17613400994200495,0.01688069594034797,-0.159253314001657,FALSE,2,0.0025890637945318973,-0.17377796188898095,0.8485,0.872,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinosturio dabryanus,COI,14,0.10138773819386909,2.0712510356255177e-4,FALSE,-0.10118061309030654,0.7582,0.4496,0.009527754763877383,0.106980115990058,0.10107705053852527,0.01812344656172328,-0.08295360397680199,FALSE,2,2.0712510356255177e-4,-0.10118061309030654,0.7582,0.6297,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinosturio schrenckii,COI,51,0.18247721623860813,0.0012427506213753107,FALSE,-0.18123446561723283,0.9349,0.9684,0.1035625517812759,0.11101905550952776,0.16849627174813586,0.020816072908036453,-0.14768019884009942,FALSE,2,0.001864125932062966,-0.18061309030654515,0.9341,0.9995,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinosturio sinensis,COI,25,0.18009527754763877,0.001967688483844242,FALSE,-0.17812758906379453,0.86,0.9545,0.095536454018227,0.10708367854183927,0.16881731565865785,0.017294946147473074,-0.15152236951118478,FALSE,2,2.0712510356255177e-4,-0.17988815244407622,0.9567,0.9994,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Spinibarbus caldwelli,COI,17,0.17709196354598178,0.006213753106876553,FALSE,-0.17087821043910523,0.6691,0.9061,0.10568558409279205,0.10780861640430821,0.17667771333885668,0.017605633802816902,-0.15907207953603977,FALSE,2,8.285004142502071e-4,-0.17626346313173158,0.9412,0.9071,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Spinibarbus hollandi,COI,13,0.17667771333885668,0.002796188898094449,FALSE,-0.17388152444076224,0.8718,0.868,0.1028893951946976,0.10894780447390223,0.17638256006628003,0.016570008285004142,-0.1598125517812759,FALSE,2,8.285004142502071e-4,-0.17584921292460648,0.8718,0.8736,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Spinibarbus sinensis,COI,25,0.25569594034797016,0.006213753106876553,FALSE,-0.2494821872410936,0.8167,0.9932,0.09936826843413421,0.10532311516155758,0.1858015741507871,0.015430820215410108,-0.17037075393537698,FALSE,2,0.005695940347970174,-0.25,0.8167,0.972,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Squalidus argentatus,COI,229,0.18154515327257664,0.006524440762220381,FALSE,-0.17502071251035625,0.743,0.9795,0.10666942833471417,0.10718724109362054,0.1383595691797846,0.018019884009942005,-0.12033968516984259,FALSE,1,0.001967688483844242,-0.1795774647887324,0.86240000000000006,0.9353,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Squalidus wolterstorffi,COI,11,0.25662800331400165,0.004453189726594863,FALSE,-0.2521748135874068,0.9636,0.998,0.1258285004142502,0.1164043082021541,0.21063587406793702,0.01843413421706711,-0.1922017398508699,FALSE,1,0.001967688483844242,-0.2546603148301574,0.9636,0.9988,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Squaliobarbus curriculus,COI,77,0.17450289975144986,0.004453189726594863,FALSE,-0.170049710024855,0.7925,0.954,0.07995028997514499,0.0962096106048053,0.17087821043910523,0.015016570008285005,-0.15586164043082024,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Strongylura anastomella,COI,13,0.25683512841756423,0.01056338028169014,FALSE,-0.2462717481358741,0.9744,0.9966,0.15099420049710024,0.12220381110190555,0.21394469759734858,0.059957539353769684,-0.1539871582435789,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Tachysurus adiposalis,COI,21,0.1774026512013256,0.011495443247721624,FALSE,-0.16590720795360397,0.6095,0.8593,0.13116197183098594,0.13297431648715824,0.1774026512013256,0.02899751449875725,-0.14840513670256833,FALSE,11,0.0025890637945318973,-0.1748135874067937,0.7714,0.8952,0,high,genus_or_higher,FALSE,NA,high,0.97
Tachysurus albomarginatus,COI,29,0.17843827671913837,0.009217067108533554,FALSE,-0.1692212096106048,0.2562,0.8781,0.0028479701739850868,0.15451532725766362,0.17126657000828502,0.04422120961060481,-0.12704536039768022,FALSE,11,0.0023819386909693457,-0.17605633802816903,0.6552,0.7985,4,high,genus_or_higher,FALSE,NA,high,0.97
Tachysurus argentivittatus,COI,18,0.1757456503728252,0.01563794531897266,FALSE,-0.16010770505385252,0.5686,0.8729,0.018019884009942005,0.11505799502899751,0.17408864954432476,0.03365782932891467,-0.1404308202154101,FALSE,11,0.012531068765534384,-0.1632145816072908,0.5686,0.8114,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Tachysurus brachyrhabdion,COI,8,0.17812758906379453,0.008181441590720795,FALSE,-0.16994614747307374,0.7143,0.9152,0.10532311516155758,0.1060480530240265,0.17684859154929577,0.017294946147473074,-0.1595536454018227,FALSE,11,0.0025890637945318973,-0.17553852526926264,0.7857,0.9453,0,low,genus_or_higher,FALSE,NA,high,0.97
Tachysurus brevicaudatus,COI,9,0.2104391052195526,0.0016570008285004142,FALSE,-0.2087821043910522,1,0.9918,0.11671499585749792,0.11143330571665286,0.20124792874896438,0.018951946975973487,-0.1822959817729909,FALSE,11,0.0012427506213753107,-0.20919635459817731,1,0.9722,0,low,genus_or_higher,FALSE,NA,high,0.97
Tachysurus crassilabris,COI,13,0.17843827671913837,0.0031068765534382767,FALSE,-0.1753314001657001,0.8462,0.9192,0.10128417564208782,0.1073943661971831,0.1764550538525269,0.016570008285004142,-0.15988504556752275,FALSE,11,0.0011391880695940347,-0.17729908864954433,0.8718,0.9212,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Tachysurus eupogon,COI,24,0.1774026512013256,0.002071251035625518,FALSE,-0.17533140016570006,0.7428,0.9288,0.11288318144159072,0.10553024026512013,0.1769884009942005,0.026304888152444077,-0.1506835128417564,FALSE,11,0.0012427506213753107,-0.1761599005799503,0.7428,0.9608,0,high,genus_or_higher,FALSE,NA,high,0.97
Tachysurus nitidus,COI,59,0.17833471416735708,0.0034175642087821046,FALSE,-0.17491714995857496,0.7919,0.9646,0.10231980115990058,0.1030447390223695,0.17553852526926264,0.016259320629660314,-0.15927920463960232,FALSE,11,0.0011391880695940347,-0.17719552609776304,0.8597,0.9739,0,high,genus_or_higher,FALSE,NA,high,0.97
Tachysurus truncatus,COI,8,0.10428748964374482,0.006731565865782933,FALSE,-0.09755592377796188,0.7143,0.509,0.016103976801988402,0.10335542667771334,0.10414768019884009,0.016052195526097764,-0.08809548467274232,FALSE,11,8.285004142502071e-4,-0.1034589892294946,0.8571,0.61240000000000006,0,low,genus_or_higher,FALSE,NA,high,0.97
Tachysurus ussuriensis,COI,33,0.210956917978459,0.002692626346313173,FALSE,-0.20826429163214583,0.9242,0.9912,0.10464995857497929,0.1073943661971831,0.17733015741507868,0.0171913835956918,-0.16013877381938688,FALSE,11,8.285004142502071e-4,-0.2101284175642088,0.9489,0.9518,0,high,genus_or_higher,FALSE,NA,high,0.97
Tachysurus vachellii,COI,149,0.22410936205468102,0.0032104391052195525,FALSE,-0.22089892294946145,0.8064,0.9905,0.1267605633802817,0.11806130903065451,0.17812758906379453,0.0171913835956918,-0.16093620546810272,FALSE,11,0.0012427506213753107,-0.22286661143330572,0.887,0.9848,0,high,genus_or_higher,FALSE,NA,high,0.97
Taenioides cirratus,COI,115,0.17926677713338857,0.009320629660314831,FALSE,-0.16994614747307374,0.8474,0.9476,0.10977630488815245,0.11143330571665286,0.17733015741507863,0.0326222038111019,-0.14470795360397673,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Takifugu alboplumbeus,COI,141,0.17916321458160728,0.0023819386909693457,FALSE,-0.17678127589063794,0.8845,0.9875,0.06343206296603149,0.08927091963545981,0.10687655343827672,0.017605633802816902,-0.08927091963545981,FALSE,8,5.178127589063795e-4,-0.1786454018227009,0.9672,0.9942,0,high,genus_or_higher,FALSE,NA,high,0.97
Takifugu bimaculatus,COI,11,0.17885252692626347,7.249378624689313e-4,FALSE,-0.17812758906379453,0.7091,0.9683,0.010356255178127589,0.0962096106048053,0.10708367854183927,0.01688069594034797,-0.0902029826014913,FALSE,8,7.249378624689313e-4,-0.17812758906379453,0.7091,0.9812,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Takifugu flavidus,COI,18,0.17833471416735708,8.285004142502071e-4,FALSE,-0.17750621375310688,0.8105,0.9631,0.07767191383595692,0.09745236122618062,0.14159072079536042,0.01708782104391052,-0.1245028997514499,FALSE,8,6.213753106876554e-4,-0.17771333885666943,0.8105,0.9765,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Takifugu obscurus,COI,31,0.2116818558409279,0.0014498757249378626,FALSE,-0.21023198011599006,0.9075,0.9964,0.07528997514498757,0.10408036454018227,0.16812344656172326,0.01563794531897266,-0.1524855012427506,FALSE,8,9.32062966031483e-4,-0.21074979287489642,0.9333,0.9984,0,high,genus_or_higher,FALSE,NA,high,0.97
Takifugu ocellatus,COI,20,0.17719552609776304,0.0014498757249378626,FALSE,-0.1757456503728252,0.7684,0.9628,0.007767191383595692,0.09538111019055509,0.10376967688483844,0.01584507042253521,-0.08792460646230324,FALSE,8,0.0011391880695940347,-0.176056338028169,0.7842,0.9769,0,high,genus_or_higher,FALSE,NA,high,0.97
Takifugu porphyreus,COI,48,0.17978458989229495,0.0015534382767191384,FALSE,-0.17823115161557582,0.6746,0.9693,0.08782104391052195,0.10749792874896437,0.1683875310687655,0.017709196354598177,-0.15067833471416733,FALSE,8,9.32062966031483e-4,-0.17885252692626347,0.7039,0.9932,0,high,genus_or_higher,FALSE,NA,high,0.97
Takifugu rubripes,COI,123,0.2607705053852527,0.0014498757249378626,FALSE,-0.2593206296603148,0.8932,0.9998,0.0966238608119304,0.103976801988401,0.15916528583264286,0.017709196354598177,-0.1414560894780447,FALSE,8,6.213753106876554e-4,-0.260149130074565,0.9436,0.9999,0,high,genus_or_higher,FALSE,NA,high,0.97
Takifugu vermicularis,COI,14,0.1692212096106048,0.0016570008285004142,FALSE,-0.16756420878210437,0.9121,0.8749,0.07725766362883181,0.1022162386081193,0.16725352112676056,0.016466445733222868,-0.1507870753935377,FALSE,8,6.213753106876554e-4,-0.16859983429991715,0.9451,0.9156,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Takifugu xanthopterus,COI,50,0.17336371168185585,0.0012427506213753107,FALSE,-0.17212096106048055,0.929,0.9606,0.01512013256006628,0.09330985915492958,0.10606876553438274,0.016259320629660314,-0.08980944490472242,FALSE,8,5.178127589063795e-4,-0.17284589892294946,0.9592,0.9753,0,high,genus_or_higher,FALSE,NA,high,0.97
Terapon jarbua,COI,545,0.2272162386081193,0.006420878210439105,FALSE,-0.2207953603976802,0.753,0.999,0.033140016570008285,0.09475973487986744,0.13473487986743993,0.01563794531897266,-0.11909693454846726,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Tinca tinca,COI,149,0.21074979287489642,0.007042253521126761,FALSE,-0.20370753935376967,0.786,0.9968,0.08937448218724109,0.10480530240265121,0.15969345484672742,0.015327257663628831,-0.1443661971830986,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Toxabramis swinhonis,COI,17,0.17326014913007456,0.002899751449875725,FALSE,-0.17036039768019884,0.7574,0.8707,0.10123239436619719,0.11008699254349627,0.17300124275062137,0.028790389395194696,-0.14421085335542666,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Trachidermus fasciatus,COI,145,0.24202568351284176,0.012220381110190555,FALSE,-0.2298053024026512,0.5926,0.9985,0.14110397680198838,0.13680613090306545,0.1945940347970174,0.028065451532725768,-0.16652858326429162,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Trachinotus falcatus,COI,28,0.17874896437448218,0.011184755592377795,FALSE,-0.16756420878210437,0.5794,0.988,0.017709196354598177,0.09217067108533554,0.10832642916321458,0.01636288318144159,-0.09196354598177299,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Tremeuchiloglanis anteanalis,COI,7,0.1812344656172328,0.007456503728251864,FALSE,-0.17377796188898095,0.8571,0.9101,0.1043910521955261,0.10842999171499586,0.18113090306545154,0.01688069594034797,-0.16425020712510358,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Triaenopogon barbatus,COI,50,0.048570836785418396,0.006420878210439105,FALSE,-0.04214995857497929,0.8073,0.3726,0.015534382767191384,0.08740679370339685,0.02796188898094449,0.016466445733222868,-0.011495443247721622,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Trichogaster fasciata,COI,53,0.18227009113504558,0.009424192212096106,FALSE,-0.17284589892294946,0.6509,0.9873,0.013670256835128418,0.09351698425849213,0.11184755592377796,0.01584507042253521,-0.09600248550124274,FALSE,1,0.009734879867439934,-0.17253521126760565,0.648,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Trichogaster labiosa,COI,6,0.008181441590720795,0.00983844241922121,TRUE,0.0016570008285004146,0,0,0.006420878210439105,0.08751035625517813,0.008181441590720795,0.01584507042253521,0.007663628831814416,TRUE,1,0.009734879867439934,0.0015534382767191397,0,0,0,low,species,TRUE,NA,moderate,0.97
Trichopodus leerii,COI,15,0.1795774647887324,0.011909693454846727,FALSE,-0.1676677713338857,0.5905,0.9412,0.10035211267605634,0.1073943661971831,0.17922535211267604,0.01512013256006628,-0.16410521955260976,FALSE,1,0.010874067937033969,-0.16870339685169844,0.5905,0.9758,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Trichopodus microlepis,COI,11,0.18030240265120132,0.010356255178127589,FALSE,-0.16994614747307374,0.6,0.9664,0.07767191383595692,0.09983429991714995,0.17159279204639602,0.01563794531897266,-0.15595484672742335,FALSE,1,0.010874067937033969,-0.16942833471416735,0.6,0.9758,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Tridentiger trigonocephalus,COI,30,0.17450289975144986,0.005903065451532726,FALSE,-0.16859983429991715,0.8069,0.9579,0.037903893951946974,0.08885666942833471,0.11814415907207942,0.016984258492129246,-0.10115990057995018,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Triplophysa anterodorsalis,COI,9,0.17895608947804473,7.249378624689313e-4,FALSE,-0.1782311516155758,0.9167,0.9336,0.10744614747307374,0.10842999171499586,0.17864540182270092,0.017605633802816902,-0.161039768019884,FALSE,18,0.0031068765534382767,-0.17584921292460645,0.9167,0.9333,0,low,genus_or_higher,FALSE,NA,high,0.97
Triplophysa bleekeri,COI,62,0.17937033968516986,0.0025890637945318973,FALSE,-0.17678127589063797,0.8863,0.9672,0.10480530240265121,0.10729080364540182,0.134009942004971,0.017294946147473074,-0.11671499585749792,FALSE,18,0.00010356255178127589,-0.17926677713338857,0.9889,0.9968,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa brevicauda,COI,143,0.17968102734051367,0.00010356255178127589,FALSE,-0.17957746478873238,0.9924,0.9683,0.10532311516155758,0.1073943661971831,0.10905136702568351,0.01563794531897266,-0.09341342170671085,FALSE,18,0.002071251035625518,-0.17760977630488814,0.8396,0.9958,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa leptosoma,COI,68,0.10977630488815245,0.0035211267605633804,FALSE,-0.10625517812758907,0.8727,0.7416,0.029359983429991715,0.09372410936205468,0.09517398508699254,0.016777133388566696,-0.07839685169842585,FALSE,18,0.0024855012427506215,-0.10729080364540182,0.8793,0.9413,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa lixianensis,COI,5,0.09797017398508699,0.003935376967688484,FALSE,-0.0940347970173985,0.6,0.3747,0.09708989229494615,0.1095691797845899,0.09783036454018226,0.01688069594034797,-0.0809496685998343,FALSE,18,0.00010356255178127589,-0.09786661143330572,0.9,0.2924,0,low,genus_or_higher,FALSE,NA,high,0.97
Triplophysa microps,COI,10,0.12386081193040596,0.0046603148301574155,FALSE,-0.11920049710024855,0.5333,0.863,0.009424192212096106,0.09413835956917979,0.10550952775476388,0.016259320629660314,-0.08925020712510356,FALSE,17,0.004556752278376139,-0.11930405965202982,0.5333,0.9398,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Triplophysa obscura,COI,34,0.06441590720795361,0.006213753106876553,FALSE,-0.058202154101077055,0.1141,0.3523,0.001035625517812759,0.0867854183927092,0.06410521955260978,0.015948632974316486,-0.048156586578293296,FALSE,18,0.004971002485501243,-0.05944490472245236,0.1141,0.392,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa orientalis,COI,79,0.17968102734051367,0.0011391880695940347,FALSE,-0.17854183927091963,0.8929,0.9777,0.09952361226180613,0.10780861640430821,0.16870339685169844,0.017812758906379452,-0.15089063794531898,FALSE,18,0.00010356255178127589,-0.17957746478873238,0.9873,0.9948,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa pappenheimi,COI,18,0.17854183927091963,0.0034175642087821046,FALSE,-0.1751242750621375,0.451,0.9457,6.213753106876554e-4,0.10791217895608948,0.17833471416735708,0.018744821872410937,-0.15958989229494613,FALSE,18,2.0712510356255177e-4,-0.17833471416735708,0.8693,0.9774,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Triplophysa pseudoscleroptera,COI,5,0.17926677713338857,0.004349627174813587,FALSE,-0.174917149958575,0.8,0.935,0.10801574150787076,0.10801574150787076,0.17912696768848385,0.015839892294946152,-0.1632870753935377,FALSE,18,0.00010356255178127589,-0.17916321458160728,1,0.9824,0,low,genus_or_higher,FALSE,NA,high,0.97
Triplophysa pseudostenura,COI,8,0.10832642916321458,0.00403893951946976,FALSE,-0.10428748964374482,0.6786,0.6176,0.01512013256006628,0.09600248550124275,0.10829018227009113,0.015948632974316486,-0.09234154929577465,FALSE,18,0.00010356255178127589,-0.10822286661143331,0.8214,0.552,0,low,genus_or_higher,FALSE,NA,high,0.97
Triplophysa robusta,COI,239,0.18009527754763877,0.006628003314001657,FALSE,-0.17346727423363711,0.6696,0.9826,0.10480530240265121,0.10490886495443248,0.11164043082021541,0.016777133388566696,-0.09486329743164872,FALSE,17,2.0712510356255177e-4,-0.17988815244407622,0.9795,0.9973,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa rosa,COI,7,0.17874896437448218,0.010356255178127589,FALSE,-0.1683927091963546,0.7619,0.8979,0.1000414250207125,0.11091549295774648,0.17874896437448218,0.016466445733222868,-0.1622825186412593,FALSE,18,0.01004556752278376,-0.1687033968516984,0.7619,0.9306,0,low,genus_or_higher,FALSE,NA,high,0.97
Triplophysa scleroptera,COI,19,0.17864540182270092,0.00010356255178127589,FALSE,-0.17854183927091963,0.9591,0.9569,0.09838442419221209,0.10480530240265121,0.17667771333885668,0.016052195526097764,-0.1606255178127589,FALSE,17,2.0712510356255177e-4,-0.17843827671913837,0.9357,0.9658,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Triplophysa stenura,COI,345,0.1799917149958575,0.00010356255178127589,FALSE,-0.17988815244407622,0.9963,0.9665,0.004349627174813587,0.10770505385252693,0.10925849212924607,0.018744821872410937,-0.09051367025683513,FALSE,18,0.00010356255178127589,-0.17988815244407622,0.9963,0.9996,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa stewarti,COI,103,0.17916321458160728,0.003003314001657001,FALSE,-0.1761599005799503,0.7025,0.9636,0.015223695111847556,0.10760149130074564,0.10842999171499586,0.016570008285004142,-0.09185998342999172,FALSE,18,0.001035625517812759,-0.17812758906379453,0.815,0.9901,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa stolickai,COI,94,0.10791217895608948,0.0023819386909693457,FALSE,-0.10553024026512013,0.8083,0.685,0.00807787903893952,0.09009942004971003,0.01584507042253521,0.015016570008285005,-8.285004142502064e-4,FALSE,18,0.0012427506213753107,-0.10666942833471417,0.8106,0.6054,0,high,genus_or_higher,FALSE,NA,high,0.97
Triplophysa venusta,COI,10,0.2599420049710025,0.004971002485501243,FALSE,-0.25497100248550125,0.9778,0.9974,0.17201739850869927,0.12779618889809444,0.2524440762220381,0.0736277961888981,-0.17881628003314004,FALSE,18,0.014188069594034796,-0.2457539353769677,0.9778,0.999,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Triplophysa xiangxiensis,COI,9,0.17346727423363711,0.025372825186412592,FALSE,-0.14809444904722452,0.3889,0.8741,2.0712510356255177e-4,0.12986743993371996,0.17346727423363711,0.09848798674399337,-0.07497928748964375,FALSE,18,0.010666942833471417,-0.1628003314001657,0.3889,0.8784,0,low,genus_or_higher,FALSE,NA,high,0.97
Trypauchen vagina,COI,102,0.13390637945318973,0.00756006628003314,FALSE,-0.1263463131731566,0.6387,0.9462,0.009631317315658658,0.08968516984258493,0.040337613918806955,0.015741507870753936,-0.02459610604805302,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Vanmanenia pingchowensis,COI,12,0.17760977630488814,0.00579950289975145,FALSE,-0.1718102734051367,0.7879,0.9295,0.1073943661971831,0.10760149130074564,0.17732497928748964,0.015948632974316486,-0.16137634631317316,FALSE,1,0.011184755592377795,-0.16642502071251034,0.7576,0.9028,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Vanmanenia stenosoma,COI,6,0.17895608947804473,0.018019884009942005,FALSE,-0.16093620546810272,0.7333,0.9081,0.17502071251035625,0.11365990057995029,0.17873860811930406,0.026822700911350455,-0.15191590720795362,FALSE,1,0.011184755592377795,-0.16777133388566692,0.8667,1,0,low,genus_or_higher,FALSE,NA,high,0.97
Xenocypris davidi,COI,51,0.17771333885666943,2.0712510356255177e-4,FALSE,-0.17750621375310688,0.9561,0.9571,0.10729080364540182,0.10801574150787076,0.1551367025683513,0.018019884009942005,-0.1371168185584093,FALSE,3,2.0712510356255177e-4,-0.17750621375310688,0.9561,0.9754,0,high,genus_or_higher,FALSE,NA,high,0.97
Xenocypris fangi,COI,5,0.003728251864125932,0.003624689312344656,FALSE,-1.035625517812758e-4,0.1,1e-4,2.589063794531897e-4,0.08854598177299089,0.0036816487158243573,0.01232394366197183,0.008642294946147473,TRUE,3,0.0034175642087821046,-3.106876553438274e-4,0.4,0.036,0,low,genus_or_higher,FALSE,NA,high,0.97
Xenocypris hupeinensis,COI,7,0.17305302402651201,0.004763877381938691,FALSE,-0.1682891466445733,0.8571,0.922,0.061826843413421706,0.10387323943661972,0.12903893951946976,0.014291632145816073,-0.11474730737365368,FALSE,3,0.0022783761391880694,-0.17077464788732394,0.9524,0.9442,0,low,genus_or_higher,FALSE,NA,high,0.97
Xenocypris macrolepis,COI,31,0.17833471416735708,0.0011391880695940347,FALSE,-0.17719552609776304,0.8925,0.9614,0.09952361226180613,0.10511599005799503,0.17419221209610605,0.014395194697597348,-0.1597970173985087,FALSE,3,2.0712510356255177e-4,-0.17812758906379453,0.9828,1,0,high,genus_or_higher,FALSE,NA,high,0.97
Xenophysogobio boulengeri,COI,141,0.17885252692626347,0.013048881524440762,FALSE,-0.1658036454018227,0.4834,0.9729,9.32062966031483e-4,0.09444904722452362,0.16217895608947805,0.03324357912178956,-0.12893537696768848,FALSE,1,0.013048881524440762,-0.1658036454018227,0.4834,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Xenophysogobio nudicorpa,COI,68,0.1748135874067937,0.008802816901408451,FALSE,-0.16601077050538526,0.5909,0.9428,0.13463131731565867,0.09734879867439934,0.1742957746478873,0.03469345484672742,-0.1396023198011599,FALSE,1,0.013048881524440762,-0.16176470588235295,0.5909,0.9439,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Xiphophorus hellerii,COI,115,0.192937033968517,0.0034175642087821046,FALSE,-0.18951946975973488,0.8748,0.9954,0.08554266777133389,0.09776304888152444,0.1318351284175642,0.0171913835956918,-0.1146437448218724,FALSE,1,0.0015534382767191384,-0.19138359569179786,0.9179,0.9992,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Xiphophorus variatus,COI,21,0.17937033968516986,0.003728251864125932,FALSE,-0.17564208782104393,0.8286,0.9769,0.015534382767191384,0.09424192212096107,0.11776097763048876,0.016466445733222868,-0.1012945318972659,FALSE,1,0.0015534382767191384,-0.17781690140845072,0.9286,0.9818,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Yunnanilus pleurotaenia,COI,15,0.17833471416735708,0.010977630488815244,FALSE,-0.16735708367854182,0.6857,0.9298,0.10325186412593207,0.10470173985086993,0.17676056338028168,0.015534382767191384,-0.1612261806130903,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Zacco platypus,COI,476,0.22307373653686827,2.0712510356255177e-4,FALSE,-0.22286661143330572,0.9933,0.9995,0.05250621375310688,0.10842999171499586,0.16632145816072907,0.0438069594034797,-0.12251449875724937,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Cyprinus chilia,COI,57,0.13597763048881525,0.0011391880695940347,FALSE,-0.13483844241922122,0.9518,0.7221,0.12940140845070422,0.09569179784589893,0.13432062966031483,0.032207953603976804,-0.10211267605633803,FALSE,2,0.001035625517812759,-0.1349420049710025,0.9586,0.8423,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leptobotia guilinensis,COI,14,0.007352941176470588,0.011495443247721624,TRUE,0.004142502071251036,0,0,0.002796188898094449,0.10511599005799503,0.007197597348798674,0.02464788732394366,0.017450289975144986,TRUE,10,0.0011391880695940347,-0.006213753106876553,0.6703,0.0111,0,moderate,species,FALSE,NA,moderate,0.97
Leptobotia tchangi,COI,11,0.009320629660314831,0.006110190555095278,FALSE,-0.0032104391052195534,0.4364,6e-4,0.0046603148301574155,0.1030447390223695,0.009217067108533554,0.024544324772162385,0.015327257663628831,TRUE,10,0.004349627174813587,-0.004971002485501244,0.5818,0.1626,1,moderate,genus_or_higher,FALSE,NA,high,0.97
Opsariichthys macrolepis,COI,29,0.003003314001657001,0.006835128417564209,TRUE,0.003831814415907208,0,0,7.249378624689313e-4,0.1486122618061309,0.0025890637945318973,0.12272162386081192,0.12013256006628002,TRUE,2,0.009942004971002486,0.006938690969345485,0,0,12,moderate,species,FALSE,NA,moderate,0.97
Saurogobio gymnocheilus,COI,13,0.015327257663628831,0.01615575807787904,TRUE,8.285004142502082e-4,0,0,9.32062966031483e-4,0.10366611433305717,0.01513566694283347,0.025269262634631317,0.010133595691797847,TRUE,4,0.013152444076222038,-0.0021748135874067927,0.2821,0.0214,0,moderate,species,FALSE,NA,moderate,0.97
Saurogobio xiangjiangensis,COI,7,0.0051781275890637945,0.009113504556752278,TRUE,0.003935376967688483,0,0,0.004246064623032311,0.10594449047224523,0.0051781275890637945,0.024337199668599836,0.01915907207953604,TRUE,4,0.008285004142502071,0.0031068765534382767,0,0,0,low,species,TRUE,NA,moderate,0.97
