species,marker,n_sequences,max_intra,min_inter,gap_exists,gap_width,p_overlap,q_overlap,median_intra,median_inter,intra_95,inter_5,percentile_gap,robust_gap,n_congeners_in_db,min_congeneric,congeneric_gap,congeneric_p_overlap,congeneric_q_overlap,n_diagnostic_sites,sampling_adequacy,taxonomic_resolution,gap_may_be_undersampling_artifact,error_msg,assignment_risk,recommended_threshold
Pseudohemiculter hainanensis,COI,13,0.17781690140845072,0.005385252692626346,FALSE,-0.17243164871582436,0.859,0.96,0.06560687655343828,0.10511599005799503,0.1327671913835957,0.014498757249378625,-0.11826843413421706,FALSE,1,0.0025890637945318973,-0.17522783761391883,0.8846,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Pseudolaubuca engraulis,COI,43,0.17854183927091963,0.0051781275890637945,FALSE,-0.17336371168185583,0.7309,0.9822,0.010356255178127589,0.09734879867439934,0.10894780447390223,0.014809444904722453,-0.09413835956917978,FALSE,1,0.005385252692626346,-0.17315658657829328,0.7165,0.9995,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Pseudolaubuca sinensis,COI,43,0.17854183927091963,0.0051781275890637945,FALSE,-0.17336371168185583,0.6002,0.9809,0.010874067937033969,0.09527754763877382,0.11007663628831814,0.014913007456503728,-0.09516362883181441,FALSE,1,0.005385252692626346,-0.17315658657829328,0.5936,0.9995,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Pseudorasbora elongata,COI,11,0.17667771333885668,0.01615575807787904,FALSE,-0.16052195526097765,0.6909,0.8559,0.1259320629660315,0.11412593206296603,0.17639809444904722,0.027133388566694283,-0.14926470588235294,FALSE,1,0.015223695111847556,-0.1614540182270091,0.6909,0.9432,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Pseudorasbora parva,COI,402,0.20981772990886496,0.006938690969345485,FALSE,-0.20287903893951947,0.755,0.9996,0.0747721623860812,0.08554266777133389,0.10853355426677713,0.015948632974316486,-0.09258492129246065,FALSE,1,0.015223695111847556,-0.1945940347970174,0.6987,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Pterygoplichthys disjunctivus,COI,29,0.18413421706710853,0.005695940347970174,FALSE,-0.17843827671913837,0.6921,0.9755,0.09916114333057166,0.10335542667771334,0.11443661971830986,0.014705882352941176,-0.09973073736536868,FALSE,1,0.0046603148301574155,-0.17947390223695112,0.7143,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Pterygoplichthys multiradiatus,COI,6,0.13338856669428334,0.0051781275890637945,FALSE,-0.12821043910521954,1,0.8092,0.10542667771333886,0.10490886495443248,0.12497928748964374,0.021333885666942835,-0.1036454018227009,FALSE,1,0.0046603148301574155,-0.12872825186412593,1,0.9195,0,low,genus_or_higher,FALSE,NA,high,0.97
Ptychobarbus chungtienensis,COI,12,0.18009527754763877,0.005592377796188898,FALSE,-0.17450289975144986,0.7121,0.9528,0.10832642916321458,0.10853355426677713,0.1799917149958575,0.017812758906379452,-0.16217895608947805,FALSE,1,0.00010356255178127589,-0.17999171499585748,0.9091,0.9716,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Ptychobarbus kaznakovi,COI,47,0.25631731565865784,0.0025890637945318973,FALSE,-0.25372825186412595,0.9195,0.9988,0.10853355426677713,0.10905136702568351,0.1799917149958575,0.022887323943661973,-0.15710439105219554,FALSE,1,0.00010356255178127589,-0.25621375310687655,0.9917,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Pygocentrus nattereri,COI,125,0.1735708367854184,0.01004556752278376,FALSE,-0.16352526926263464,0.6741,0.8474,0.10993164871582436,0.11381524440762221,0.14809444904722452,0.016466445733222868,-0.13162800331400165,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Rhinogobio cylindricus,COI,22,0.17729908864954433,0.016466445733222868,FALSE,-0.16083264291632146,0.4156,0.9031,0.014913007456503728,0.10729080364540182,0.1756420878210439,0.03189726594863297,-0.14374482187241094,FALSE,2,3.106876553438277e-4,-0.1769884009942005,0.5325,0.9621,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhinogobio typus,COI,12,0.1765741507870754,0.004971002485501243,FALSE,-0.17160314830157414,0.7121,0.8218,0.10433927091963546,0.11205468102734051,0.17636702568351284,0.018951946975973487,-0.15741507870753935,FALSE,2,0.0046603148301574155,-0.17191383595691798,0.7121,0.9216,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhinogobio ventralis,COI,12,0.21064623032311516,5.178127589063795e-4,FALSE,-0.21012841756420877,0.9545,0.9857,0.11309030654515327,0.11309030654515327,0.20759113504556753,0.019780447390223697,-0.18781068765534384,FALSE,2,3.106876553438277e-4,-0.21033554266777132,0.9545,0.9877,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhinogobius brunneus,COI,101,0.2609776304888152,0.007042253521126761,FALSE,-0.2539353769676885,0.7604,0.9999,0.10915492957746478,0.11091549295774648,0.17885252692626347,0.018537696768848384,-0.16031483015741507,FALSE,2,0.0034175642087821046,-0.25756006628003314,0.8648,0.9998,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhinogobius cliffordpopei,COI,18,0.17895608947804473,0.006213753106876553,FALSE,-0.17274233637116818,0.8366,0.9273,0.10625517812758907,0.10811930405965203,0.17843827671913837,0.016984258492129246,-0.1614540182270091,FALSE,2,0.005488815244407622,-0.17346727423363711,0.8562,0.9295,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhinogobius similis,COI,186,0.22069179784589893,0.005488815244407622,FALSE,-0.21520298260149132,0.8134,0.9973,0.10553024026512013,0.10677299088649544,0.17647058823529413,0.016777133388566696,-0.15969345484672742,FALSE,2,0.0034175642087821046,-0.21727423363711681,0.8478,0.9981,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhodeus fangi,COI,15,0.20950704225352113,0.01843413421706711,FALSE,-0.19107290803645402,0.6476,0.9839,0.1622825186412593,0.11733637116818559,0.20898922949461474,0.028272576636288318,-0.18071665285832642,FALSE,3,0.01791632145816073,-0.19159072079536038,0.6476,0.9927,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhodeus lighti,COI,14,0.17926677713338857,0.003003314001657001,FALSE,-0.17626346313173158,0.9231,0.9636,0.10107705053852527,0.10718724109362054,0.17885252692626347,0.016259320629660314,-0.16259320629660315,FALSE,3,0.00010356255178127589,-0.17916321458160728,0.967,0.9727,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhodeus ocellatus,COI,165,0.2104391052195526,0.0016570008285004142,FALSE,-0.2087821043910522,0.9373,0.9972,0.09641673570836785,0.106980115990058,0.17145298260149122,0.017812758906379452,-0.15364022369511177,FALSE,3,0.00010356255178127589,-0.21033554266777132,0.9959,1,0,high,genus_or_higher,FALSE,NA,high,0.97
Rhodeus sinensis,COI,66,0.20981772990886496,0.001967688483844242,FALSE,-0.20785004142502073,0.8,0.9976,0.10584092792046396,0.10573736536868268,0.15927920463960232,0.016777133388566696,-0.14250207125103562,FALSE,3,3.106876553438277e-4,-0.20950704225352113,0.9576,0.9995,0,high,genus_or_higher,FALSE,NA,high,0.97
Rhynchocypris lagowskii,COI,151,0.18019884009942005,0.008181441590720795,FALSE,-0.17201739850869927,0.7751,0.9878,0.07891466445733222,0.08274647887323944,0.168910521955261,0.0313794531897266,-0.1375310687655344,FALSE,1,0.004246064623032311,-0.17595277547638774,0.8383,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhynchocypris oxycephalus,COI,123,0.17937033968516986,0.009009942004971003,FALSE,-0.17036039768019884,0.2407,0.9575,0.006938690969345485,0.10822286661143331,0.17802402651201327,0.0231980115990058,-0.15482601491300746,FALSE,1,0.004246064623032311,-0.17512427506213754,0.6913,0.9967,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Salanx ariakensis,COI,110,0.20888566694283348,0.006731565865782933,FALSE,-0.20215410107705054,0.6038,0.9974,0.03811101905550953,0.08274647887323944,0.17201739850869927,0.025269262634631317,-0.14674813587406796,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Sander lucioperca,COI,103,0.25714581607290804,0.007767191383595692,FALSE,-0.24937862468931235,0.7611,0.9999,0.1000414250207125,0.10345898922949462,0.17031897265948617,0.016052195526097764,-0.1542667771333884,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Sarcocheilichthys davidi,COI,10,0.17636702568351284,0.016466445733222868,FALSE,-0.15990057995028997,0.3556,0.8888,0.0013463131731565865,0.10635874067937034,0.17636702568351284,0.026092584921292464,-0.15027444076222038,FALSE,4,0.00403893951946976,-0.17232808616404308,0.3556,0.8253,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sarcocheilichthys kiangsiensis,COI,6,0.17823115161557582,0.013048881524440762,FALSE,-0.16518227009113506,0.6667,0.8931,0.1748135874067937,0.11184755592377796,0.1781586578293289,0.024855012427506214,-0.1533036454018227,FALSE,4,0.009631317315658658,-0.16859983429991715,0.6667,0.9553,0,low,genus_or_higher,FALSE,NA,high,0.97
Sarcocheilichthys nigripinnis,COI,54,0.17937033968516986,0.00528169014084507,FALSE,-0.1740886495443248,0.7156,0.9592,0.010977630488815244,0.10729080364540182,0.17823115161557582,0.021023198011599006,-0.15720795360397682,FALSE,4,0.00403893951946976,-0.1753314001657001,0.7659,0.9702,0,high,genus_or_higher,FALSE,NA,high,0.97
Sarcocheilichthys parvus,COI,116,0.17729908864954433,0.014395194697597348,FALSE,-0.162903893951947,0.1144,0.9397,0.007352941176470588,0.1073943661971831,0.17667771333885668,0.024026512013256007,-0.15265120132560067,FALSE,4,0.01387738193869097,-0.16342170671085335,0.1144,0.9219,0,high,genus_or_higher,FALSE,NA,high,0.97
Sarcocheilichthys sinensis,COI,77,0.23218724109362054,0.008181441590720795,FALSE,-0.22400579950289976,0.5803,0.9959,0.08595691797845899,0.10770505385252693,0.188069594034797,0.023508699254349626,-0.1645608947804474,FALSE,4,0.008181441590720795,-0.22400579950289976,0.5803,0.999,0,high,genus_or_higher,FALSE,NA,high,0.97
Saurogobio dabryi,COI,136,0.17792046396023198,0.0076636288318144155,FALSE,-0.17025683512841755,0.7138,0.973,0.09848798674399337,0.10335542667771334,0.16652858326429162,0.01615575807787904,-0.1503728251864126,FALSE,4,0.006110190555095278,-0.1718102734051367,0.7763,0.9993,0,high,genus_or_higher,FALSE,NA,high,0.97
Saurogobio dumerili,COI,11,0.1774026512013256,0.008699254349627174,FALSE,-0.1687033968516984,0.6545,0.9244,0.10294117647058823,0.1060480530240265,0.176946975973488,0.016777133388566696,-0.16016984258492128,FALSE,4,0.008388566694283348,-0.16901408450704225,0.6545,0.9913,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Saurogobio gracilicaudatus,COI,11,0.17760977630488814,0.006110190555095278,FALSE,-0.17149958574979285,0.5636,0.9435,0.10294117647058823,0.10470173985086993,0.17474109362054682,0.01688069594034797,-0.15786039768019886,FALSE,4,0.006110190555095278,-0.17149958574979285,0.5636,0.9935,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Scaphesthes barbatula,COI,25,0.10863711681855841,0.006524440762220381,FALSE,-0.10211267605633803,0.6267,0.5135,0.054111433305716654,0.10791217895608948,0.10159486329743164,0.019780447390223697,-0.08181441590720795,FALSE,1,0.0034175642087821046,-0.1052195526097763,0.6533,0.985,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Scaphesthes minnanensis,COI,8,0.09942004971002485,0.004142502071251036,FALSE,-0.09527754763877382,0.6786,0.3572,0.09584714167357083,0.1056338028169014,0.09938380281690141,0.017605633802816902,-0.08177816901408451,FALSE,1,0.0034175642087821046,-0.09600248550124275,0.6786,0.52,0,low,genus_or_higher,FALSE,NA,high,0.97
Scartelaos histophorus,COI,72,0.17833471416735708,4.1425020712510354e-4,FALSE,-0.17792046396023198,0.8725,0.9794,0.06731565865782933,0.09672742336371168,0.14263152444076221,0.016052195526097764,-0.12657932891466445,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Schistura fasciolata,COI,53,0.17647058823529413,0.009527754763877383,FALSE,-0.16694283347141675,0.6393,0.965,0.09041010770505385,0.10874067937033968,0.168910521955261,0.019780447390223697,-0.1491300745650373,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis eckloni,COI,176,0.25828500414250205,9.32062966031483e-4,FALSE,-0.25735294117647056,0.9305,0.9991,0.10801574150787076,0.10791217895608948,0.17905965202982602,0.024233637116818557,-0.15482601491300746,FALSE,4,2.0712510356255177e-4,-0.2580778790389395,0.9854,1,0,high,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis kialingensis,COI,29,0.21106048053024026,0.0012427506213753107,FALSE,-0.20981772990886496,0.7808,0.9956,0.113556338028169,0.11505799502899751,0.170049710024855,0.042559030654515356,-0.12749067937033964,FALSE,4,6.213753106876554e-4,-0.2104391052195526,0.8251,0.9977,0,high,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis malacanthus,COI,216,0.25787075393537695,0.0024855012427506215,FALSE,-0.25538525269262635,0.7574,0.9999,0.028583264291632146,0.10863711681855841,0.16725352112676056,0.03127589063794532,-0.13597763048881523,FALSE,4,6.213753106876554e-4,-0.2572493786246893,0.9227,0.9999,0,high,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis microcephala,COI,7,0.09828086164043082,6.213753106876554e-4,FALSE,-0.09765948632974317,0.8095,0.4862,0.026512013256006627,0.0994718309859155,0.09828086164043082,0.01615575807787904,-0.08212510356255177,FALSE,4,2.0712510356255177e-4,-0.09807373653686827,0.8571,0.4991,0,low,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis potanini,COI,75,0.17854183927091963,0.004867439933719967,FALSE,-0.17367439933719966,0.7665,0.9834,0.012013256006628004,0.12054681027340514,0.15938276719138358,0.038421706710853355,-0.12096106048053024,FALSE,4,0.0015534382767191384,-0.1769884009942005,0.9063,0.9829,0,high,genus_or_higher,FALSE,NA,high,0.97
Schizothorax chongi,COI,15,0.25621375310687655,0.0014498757249378626,FALSE,-0.2547638773819387,0.8762,0.9967,0.10635874067937034,0.10749792874896437,0.18516984258492128,0.01512013256006628,-0.170049710024855,FALSE,9,0.00010356255178127589,-0.25611019055509526,0.9714,0.9951,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Schizothorax davidi,COI,12,0.25642087821043913,4.1425020712510354e-4,FALSE,-0.25600662800331403,0.9242,0.9946,0.1774026512013256,0.12696768848384424,0.2562655343827672,0.02464788732394366,-0.23161764705882357,FALSE,9,0.00010356255178127589,-0.25631731565865784,1,0.9914,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Schizothorax dolichonema,COI,11,0.10211267605633803,0.0012427506213753107,FALSE,-0.10086992543496272,0.7091,0.5675,0.017812758906379452,0.09424192212096107,0.1018019884009942,0.013980944490472245,-0.08782104391052196,FALSE,9,0.00010356255178127589,-0.10200911350455676,0.9455,0.4845,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Schizothorax grahami,COI,13,0.17729908864954433,0.00010356255178127589,FALSE,-0.17719552609776304,0.9487,0.9403,0.09910936205468103,0.10449461474730737,0.1751398094449047,0.01387738193869097,-0.16126242750621372,FALSE,9,0.00010356255178127589,-0.17719552609776304,0.9487,0.9122,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Schizothorax kozlovi,COI,71,0.2581814415907208,2.0712510356255177e-4,FALSE,-0.25797431648715824,0.9702,0.9989,0.10760149130074564,0.10801574150787076,0.18620546810273406,0.018537696768848384,-0.16766777133388566,FALSE,9,0.00010356255178127589,-0.25807787903893953,0.9883,0.9992,0,high,genus_or_higher,FALSE,NA,high,0.97
Schizothorax prenanti,COI,98,0.2873860811930406,5.178127589063795e-4,FALSE,-0.2868682684341342,0.9628,0.9993,0.09310273405136703,0.11205468102734051,0.19815658657829327,0.027547638773819386,-0.1706089478044739,FALSE,9,0.00010356255178127589,-0.2872825186412593,0.995,0.9999,0,high,genus_or_higher,FALSE,NA,high,0.97
Schizothorax sinensis,COI,9,0.17750621375310688,2.0712510356255177e-4,FALSE,-0.17729908864954433,0.9722,0.896,0.10615161557580778,0.10749792874896437,0.17742854183927093,0.01718620546810274,-0.1602423363711682,FALSE,9,0.00010356255178127589,-0.1774026512013256,1,0.8822,0,low,genus_or_higher,FALSE,NA,high,0.97
Schizothorax wangchiachii,COI,25,0.11402236951118476,5.178127589063795e-4,FALSE,-0.11350455675227838,0.9167,0.7607,0.10594449047224523,0.10584092792046396,0.11050124275062137,0.014913007456503728,-0.09558823529411764,FALSE,9,0.00010356255178127589,-0.11391880695940348,0.9767,0.7472,0,high,genus_or_higher,FALSE,NA,high,0.97
Schizothorax yunnanensis,COI,6,0.10024855012427507,0.002796188898094449,FALSE,-0.09745236122618062,0.7333,0.2667,0.09848798674399337,0.11236536868268435,0.10017605633802816,0.015430820215410108,-0.08474523612261806,FALSE,9,0.001967688483844242,-0.09828086164043083,0.8667,0.2708,0,low,genus_or_higher,FALSE,NA,high,0.97
Scortum barcoo,COI,27,0.18568765534382767,0.010977630488815244,FALSE,-0.1747100248550124,0.3932,0.9826,0.0013463131731565865,0.10708367854183927,0.18537696768848386,0.0519884009942005,-0.13338856669428337,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Semilabeo notabilis,COI,6,0.10408036454018227,0.006420878210439105,FALSE,-0.09765948632974317,0.8,0.5461,0.03355426677713339,0.09973073736536868,0.10284797017398509,0.014809444904722453,-0.08803852526926263,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Silurus asotus,COI,138,0.2602526926263463,0.002899751449875725,FALSE,-0.2573529411764706,0.9136,1,0.10294117647058823,0.10718724109362054,0.19014084507042253,0.017294946147473074,-0.17284589892294946,FALSE,2,0.002899751449875725,-0.2573529411764706,0.9136,0.9991,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Silurus glanis,COI,51,0.17750621375310688,0.006731565865782933,FALSE,-0.17077464788732394,0.6643,0.9665,0.01791632145816073,0.09310273405136703,0.11291425020712509,0.015430820215410108,-0.09748342999171498,FALSE,2,0.005488815244407622,-0.17201739850869927,0.6722,0.9389,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Silurus meridionalis,COI,27,0.20950704225352113,0.00528169014084507,FALSE,-0.20422535211267606,0.8746,0.982,0.11029411764705882,0.11495443247721623,0.2094552609776305,0.01988400994200497,-0.18957125103562553,FALSE,2,0.002899751449875725,-0.2066072908036454,0.8832,0.9777,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinibotia reevesae,COI,17,0.17543496271748135,0.0014498757249378626,FALSE,-0.1739850869925435,0.8382,0.9615,0.10149130074565038,0.10252692626346313,0.10496064623032313,0.01563794531897266,-0.08932270091135047,FALSE,1,0.00010356255178127589,-0.17533140016570006,0.9926,0.9698,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinibotia superciliaris,COI,39,0.17719552609776304,8.285004142502071e-4,FALSE,-0.17636702568351284,0.9069,0.9212,0.0996271748135874,0.1065658657829329,0.17678127589063794,0.016052195526097764,-0.16072908036454017,FALSE,1,0.00010356255178127589,-0.17709196354598175,0.9852,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinibrama macrops,COI,41,0.167046396023198,0.003728251864125932,FALSE,-0.1633181441590721,0.5561,0.8985,0.09548467274233637,0.11174399337199668,0.16673570836785417,0.019055509527754765,-0.14768019884009942,FALSE,2,0.00010356255178127589,-0.16694283347141672,0.9732,0.8963,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinibrama taeniatus,COI,9,0.10138773819386909,0.001967688483844242,FALSE,-0.09942004971002485,0.3889,0.5034,8.80281690140845e-4,0.10081814415907209,0.10138773819386909,0.013256006628003313,-0.08813173156586578,FALSE,2,0.004763877381938691,-0.0966238608119304,0.3889,0.6852,0,low,genus_or_higher,FALSE,NA,high,0.97
Sinibrama wui,COI,7,0.17823115161557582,0.009009942004971003,FALSE,-0.16922120961060483,0.8571,0.9424,0.13349212924606463,0.11583471416735708,0.17823115161557582,0.02795671085335543,-0.15027444076222038,FALSE,2,0.00010356255178127589,-0.17812758906379453,0.9524,1,0,low,genus_or_higher,FALSE,NA,high,0.97
Siniichthys bleekeri,COI,92,0.17595277547638774,0.0033140016570008283,FALSE,-0.17263877381938691,0.8163,0.9776,0.058616404308202155,0.09776304888152444,0.11723280861640431,0.014602319801159901,-0.1026304888152444,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Siniperca chuatsi,COI,47,0.23415492957746478,0.00010356255178127589,FALSE,-0.2340513670256835,0.987,0.9991,0.07446147473073736,0.1073943661971831,0.17771333885666943,0.01812344656172328,-0.15958989229494613,FALSE,5,0.00010356255178127589,-0.2340513670256835,0.987,0.9967,0,high,genus_or_higher,FALSE,NA,high,0.97
Siniperca knerii,COI,55,0.17854183927091963,3.106876553438277e-4,FALSE,-0.1782311516155758,0.8646,0.9451,0.10501242750621376,0.10791217895608948,0.17781690140845072,0.02040182270091135,-0.15741507870753937,FALSE,5,0.00010356255178127589,-0.17843827671913834,0.9825,0.9737,0,high,genus_or_higher,FALSE,NA,high,0.97
